,brand,model,screen_size,color,harddisk,cpu,ram,OS,cpu_speed,rating,price
207,Dell,Inspiron 5620 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,020.33 "
208,HP,17-cn0003dx,17.3 Inches,Silver,1000 GB,Intel Core i3,32 GB,Windows 11,,4.0,$619.99 
209,Lenovo,e15,13 Inches,Black,256 GB,8032,8 GB,Windows 10 Pro,,4.5,$799.00 
210,Dell,XPS 13 9315,13.4 Inches,Sky,1 TB,Core i7,32 GB,Windows 11 Pro,,2.8,"$1,126.85 "
211,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
212,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
213,Lenovo,82XQ001GUS,15.6 Inches,,256 GB,AMD Ryzen 3 2300X,8 GB,Windows 11 Home,2.4 GHz,5.0,$499.00 
214,Lenovo,Lenovo ideapad Flex 5,14 Inches,Graphite Grey,256 GB,Ryzen 5 5500U,16 GB,Windows 11,,4.4,$622.04 
215,Dell,Latitude,15.6 Inches,,256 GB,Core i5,8 GB,Windows 11 Pro,,5.0,$748.47 
216,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
217,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
218,ASUS,ASUS ZenBook Pro Duo 15,15.6 Inches,,1 TB,Core i7,16 GB,,4.7 GHz,4.4,"$2,499.99 "
219,Dell,XPS 13 9320,13.4 Inches,Platinum,1 TB,Core i7,16 GB,Windows 11 Pro,,5.0,"$1,305.17 "
220,Razer,Blade 15,15.6 Inches,Black with illuminated Razer Logo,1 TB,Intel Core i7 12800H,16 GB,Windows 11 Home,,4.2,"$1,659.68 "
221,HP,HP Notebook 15-dy1731ms,15.6 Inches,Silver,128 GB,Intel Core i3,8 GB,Windows 10,,4.5,$377.00 
222,Lenovo,Newest Flagship Lenovo Chromebook,14 Inches,Abyss Blue,64 GB,Cortex,4 GB,Chrome OS,,4.2,$299.00 
223,DELL,Latitude 5530,15.6 Inches,Grey,1 TB,Core i5 Family,32 GB,Windows 11 Pro,,5.0,$939.99 
224,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
225,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
226,acer,AN16-41-R5KC,16 Inches,Black,1 TB,Ryzen 9,16 GB,Windows 11 Home,,5.0,"$1,649.99 "
227,ASUS,Zephyrus Duo,16 Inches,Black,2 TB,Ryzen 9,32 GB,Windows 11 Pro,,3.5,"$3,849.99 "
228,ASUS,ASUS Laptop L210,11.6 Inches,Star Black,64 GB,Celeron,4 GB,Windows 11 S,2.8 GHz,4.0,$252.54 
229,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
230,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
231,HP,Pavilion X360,14 Inches,Gold,256 GB,Core i5-1130G7,8 GB,Windows 11 Home,,4.6,$499.99 
232,LG,16Z90Q-R.AAS8U1,16 Inches,Gray,1 TB,Core i7,16 GB,Windows 11 Home,,4.5,"$1,612.99 "
233,SAMSUNG,Samsung Chromebook,12.2 Inches,Light Titan,32 GB,Celeron,4 GB,Chrome OS,,4.5,$447.95 
234,LENOVO,IdeaPad,15.6 Inches,Grey,1 TB,Core i3,20 GB,Windows 11 Home,,4.4,$487.00 
235,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
236,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
237,Lenovo,2022,13.3 Inches,Graphite Grey,,Others,4 GB,Chrome OS,,4.1,$433.99 
238,HP,6M0Z7UA#ABA,15.6 Inches,,512 GB,Intel Core i5-1135G7,16 GB,Windows 11 Home,2.4 GHz,4.3,$520.00 
239,LG,17Z90R-K.AAB8U1,17 Inches,Black,1 TB,Intel Core i7,16 GB,Windows 11 Home,,4.0,"$1,399.99 "
240,Dell,Latitude,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,,5.0,"$1,428.96 "
241,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
242,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
243,Dell,Alienware X15 R2 Laptop,15.6 Inches,Lunar Light,512 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,749.33 "
244,HP,HP Pavilion x360,14 Inches,Silver,512 GB,Core i5,8 GB,Windows 11 Home,,4.2,$608.00 
245,LG,16Z90R-A.ADB9U1,16 Inches,Black,2 TB,Intel Core i7,32 GB,Windows 11 Home,,4.1,"$1,896.99 "
246,ASUS,TUF Gaming F15,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Home,4.5 GHz,4.3,$999.00 
247,Asus,Vivobook,14 Inches,Grey,256 GB,Core i3,8 GB,Windows 11,,4.4,$357.50 
248,MSI,Pulse GL66,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,,4.5,"$1,465.80 "
249,LG,16Z90RS-K.AAW7U1,16 Inches,White,1 TB,Intel Core i7,16 GB,Windows 11 Home,5 GHz,2.9,"$1,799.00 "
250,DELL,Inspiron,15.6 Inches,Black,1000 GB,Intel Core i7,32 GB,Windows 11,,,$949.99 
251,HP,Chromebook,14 Inches,Mineral Silver,32 GB,Celeron N,4 GB,Chrome OS,,4.5,$150.00 
252,LG,14Z90RS-K.ADW9U1,14 Inches,Dynamic White,1 TB,Intel Core i7,32 GB,Windows 11 Home,5 GHz,4.2,"$1,796.99 "
253,MSI,Pulse 15 B13VGK-1262US,15.6 Inches,Black,1 TB,Core i7,32 GB,Windows 11 Pro,,,"$1,697.23 "
254,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
255,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
256,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
257,Dell,Alienware m15 R5 Ryzen Edition Laptop,15.6 Inches,Dark Side of the Moon,512 GB,AMD Ryzen 7,16 GB,Windows 11 Home,,4.0,"$1,497.99 "
258,ASUS,Vivobook S 14 Flip OLED,14 Inches,Blue,1 TB,Ryzen 7 5800H,16 GB,Windows 11 Home,,4.1,"$1,099.99 "
259,HP,HP Victus,15.6 Inches,Mica Silver,512 GB,Ryzen 5,16 GB,Windows 11 Home,,3.4,$699.00 
260,HP,HP,14 Inches,Ash Gray,64 GB,Celeron,4 GB,Chrome OS,,4.1,$239.00 
261,Microsoft,Surface Laptop 4,13.5 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,,5.0,"$1,198.99 "
262,Lenovo,,14 Inches,,512 GB,Core i5,16 GB,Windows 11 Home,1.3 GHz,3.8,$689.00 
263,Dell,Latitude 7000,13.3 Inches,,512 GB,Core i5,16 GB,Windows 11,,4.6,"$1,680.56 "
264,Apple,MacBook Pro,13.3 Inches,Space Gray,,,16 GB,Mac OS,,4.7,$911.00 
265,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
266,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
267,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
268,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
269,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
270,ASUS,Asus,14 Inches,Black,64 GB,Celeron,4 GB,Windows 10,,4.2,$129.99 
271,acer,SFX14-51G-71Y1,14 Inches,Green,512 GB,Intel Core i7,16 GB,Windows 11 Home,,4.2,$886.37 
272,SAMSUNG,XE530QDA-KB1US,13.3 Inches,Mercury Grey,,Core i3,16 GB,Chrome OS,2.1 GHz,4.4,$729.00 
273,HP,Elitebook 840 G3,14 Inches,Silver,256 GB,Athlon,8 GB,Windows 10 Pro,,4.0,$159.99 
274,HP,HP Pavilion,15.6 Inches,Horizon Blue,1 TB,AMD Ryzen 7,32 GB,Windows 11,,4.1,$732.00 
275,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
276,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
277,Lenovo,Lenovo Ideapad 3,15.6 Inches,Platinum Grey,128 GB,Celeron N4000,4 GB,Windows 10 Home,,4.1,$185.95 
278,acer,CB314-1H-C884,14 Inches,Blue,64 GB,Celeron N,4 GB,Chrome OS,,4.4,$204.00 
279,acer,A517-52-75N6,17.3 Inches,Silver,512 GB,Intel Core i7,16 GB,Windows,,4.0,$699.99 
280,Lenovo,Ideapad 3i,15.6 Inches,Gray,512 GB,Intel Core i5-1135G7,8 GB,Windows 11,,,$485.00 
281,Dell,Latitude,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,499.99 "
282,ASUS,TP470EA-AS34T,14 Inches,Indie Black,128 GB,Core i3,4 GB,Windows 10 S,,4.3,$460.48 
283,LG,LG Gram,17 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,3.7 GHz,,"$1,199.00 "
284,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
285,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
286,Lenovo,,16 Inches,,1 TB,Intel Core i7,16 GB,Windows 11 Home,4.7 GHz,4.8,$849.00 
287,Lenovo,ideapad,14 Inches,Gray,64 GB,Celeron N4020,4 GB,Windows 11,,4.2,$220.69 
288,acer,AN16-41-R1WE,16 Inches,Black,512 GB,AMD Ryzen 7,16 GB,Windows 11 Home,,5.0,"$1,241.46 "
289,Lenovo,ideapad3i-14-i5,14 Inches,Platinum Gray,512 GB,Core i5-10210U,8 GB,Windows 11 Home,,4.2,$443.00 
290,HP,"2023 Newest HP 14"" Chromebook",14 Inches,Modern Gray,64 GB,Celeron N,4 GB,Chrome OS,,4.2,$225.00 
291,Panasonic,Panasonic Toughbook,14 Inches,Silver/Black,1 TB,Core i5,16 GB,Windows 10,,3.6,$655.96 
292,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
293,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
294,Dell,Inspiron,15.6 Inches,,1 TB,Core i5,32 GB,Windows 11 Pro,2.4 GHz,5.0,$689.65 
295,ASUS,"17.3"" Chromebook",17.3 Inches,Transparent Silver,64 GB,Pentium Other,4 GB,Chrome OS,,4.0,$246.00 
296,Lenovo,Slim 7 82VB,16 Inches,Storm Grey,4 TB,Core i7 Family,32 GB,Windows 11 Pro,,,"$1,949.00 "
297,HP,EliteBook 655 G9,15.6 Inches,,512 GB,Ryzen 5,16 GB,Windows 10 Pro,,5.0,"$1,137.02 "
298,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
299,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
300,ASUS,CXB170CK,17.3 Inches,Silver,64 GB,Celeron,4 GB,Chrome OS,,4.5,$247.36 
301,acer,AN515-58-725A,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,,4.6,"$1,199.00 "
302,acer,Acer Aspire 3,15.6 Inches,Blue,512 GB,Ryzen 5,8 GB,Windows 11 Home,,4.3,$450.00 
303,ASUS,S5402ZA-IS74,14.5 Inches,,512 GB,Core i7,12 GB,Windows 11 Home,2.3 GHz,3.8,$689.49 
304,ASUS,Rog Strix Scar G533Z,15.6 Inches,Off Black,4 TB,Intel Core i9,64 GB,Windows 11 Pro,,,"$2,819.00 "
305,ASUS,VivoBook S15,15.6 Inches,Indie Black,512 GB,Intel Core i7-1165G7,16 GB,Windows 11,,5.0,$901.56 
306,ASUS,VivoBook Pro 16,16 Inches,Quiet Blue,512 GB,Core i9,16 GB,Windows 11 Home,,4.0,"$1,399.99 "
307,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
308,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
309,ASUS,ASUS Chromebook Flip CX3,14 Inches,AI Blue,512 GB,Intel Core i7,16 GB,Chrome OS,,3.9,$979.99 
310,ASUS,VivoBook Pro 15,15.6 Inches,Blue,512 GB,Intel Core i7,16 GB,Windows 11 Home,,5.0,"$1,259.99 "
311,SAMSUNG,Galaxy Book Go,14 Inches,Silver,128 GB,Snapdragon,4 GB,Windows 11 Home,,4.3,$345.00 
312,MSI,Summit E16Flip A13VFT-060US,16 Inches,Ink Black,2 TB,Core i7,32 GB,Windows 11 Pro,,,"$2,198.99 "
313,Panasonic,CF-31 MK5,13.1 Inches,Silver/Black,240 GB,Core i5 5300U,8 GB,Windows 10,,4.1,$420.00 
314,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
315,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
316,Dell,Latitude 5000,14 Inches,Gray,512 GB,Core i7,16 GB,Windows 10 Pro,,4.8,"$1,658.99 "
317,Toughbook,Panasonic Toughbook,13.1 Inches,Silver,256 GB,Core i5 7200U,16 GB,Windows 10 Pro,,4.8,"$1,550.99 "
318,HP,HP ProBook,11.6 Inches,,128 GB,Celeron,4 GB,Windows 10 Pro,,4.1,$245.00 
319,ASUS,VivoBook Pro 16,16 Inches,Quiet Blue,1 TB,Core i9,16 GB,Windows 11 Home,,3.0,"$1,646.99 "
320,Dell,Latitude,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,109.18 "
321,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
322,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
323,Lenovo,"Lenovo Ideapad 1 (14"", intel)",14 Inches,Ice Blue,64 GB,Celeron N4020,4 GB,Windows 11,,4.2,$195.00 
324,HP,1A1L3UA,15.6 Inches,,1 TB,Ryzen 3 3250U,4 GB,Windows 10 Home,,3.8,$269.00 
325,Dell,Latitude 5530 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,,5.0,"$1,349.99 "
326,Dell,Latitude 3000,14 Inches,Black,256 GB,Core i5 Family,8 GB,Windows 10 Pro,,3.9,$835.85 
327,ASUS,ASUS Chromebook,12 Inches,Mineral Gray,32 GB,MediaTek MT8183,4 GB,Chrome OS,,4.2,$278.97 
328,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
329,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
330,Dell,XPS 15 9520,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,,4.8,"$1,576.57 "
331,Dell,Precision 7000,16 Inches,,512 GB,Core i7,32 GB,Windows 11 Pro,,,"$2,549.00 "
332,Gigabyte,AORUS 17X AZF-C5US665SP,17 Inches,Black,2 TB,Core i9,32 GB,Windows 11 Pro,,5.0,"$3,499.99 "
333,HP,,14 Inches,Gold,1000 GB,Intel Core i5,32 GB,Windows 11,2.4 GHz,3.3,$729.99 
334,Lenovo,"Lenovo Ideapad Gaming 3i 15""",15.6 Inches,Gray,512 GB,Core i7,8 GB,Windows 11 Home,,4.3,$934.00 
335,acer,Acer 315,15.6 Inches,Pure Silver,64 GB,1.2GHz Cortex A8 Processor,4 GB,Chrome OS,,4.3,$129.99 
336,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
337,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
338,Lenovo,,13.3 Inches,Gray,64 GB,Others,4 GB,Chrome OS,,4.2,$469.99 
339,acer,Nitro 5,17.3 Inches,RGB Backlit,2 TB,Core i5,32 GB,Windows 11 Home,,4.5,"$1,259.00 "
340,ASUS,Rog Strix Scar G533Z,15.6 Inches,Off Black,1 TB,Intel Core i9,32 GB,Windows 11 Pro,,,"$2,299.00 "
341,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
342,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
343,Dell,Latitude Rugged 5430 Laptop,14 Inches,Silver,1000 GB,Core i5,32 GB,Windows 11 Pro,,,"$2,023.03 "
344,Corsair,VOYAGER a1600,16 Inches,Black,2 TB,Ryzen 9,32 GB,Windows 11 Home,,2.6,"$1,699.99 "
345,Apple,MacBook Air,13.3 Inches,,256 GB,,8 GB,Mac OS,,4.0,"$1,068.99 "
346,ASUS,Chromebook C423,14 Inches,Silver,64 GB,Celeron N,4 GB,Chrome OS,,4.9,$283.55 
347,Panasonic,CF-53 MK4,14 Inches,Silver/Black,1 TB,Core i5 4310M,16 GB,Windows 10 Pro,,3.6,$658.94 
348,Alienware,Alienware m15 R7,15.6 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 11 Home,,4.0,"$1,599.00 "
349,Dell,Precision 5770,17 Inches,,512 GB,Core i7 Family,32 GB,Windows 11 Pro,,5.0,"$2,475.00 "
350,Apple,MacBook Air,13 Inches,Gold,,Apple M1,8 GB,Mac OS,,4.8,"$1,178.00 "
351,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
352,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
353,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
354,ASUS,Vivobook S 16 Flip,16 Inches,Midnight Black,512 GB,Ryzen 5,8 GB,Windows 11 Home,,4.1,$699.99 
355,SAMSUNG,Galaxy Book Pro,15.6 Inches,Silver,512 GB,Intel Core i7,16 GB,Windows 10,,4.1,"$1,177.42 "
356,HP,Laptop 15-ef0021nr,15.6 Inches,Natural Silver,256 GB,Ryzen 3 3200U,8 GB,Windows 10 Home,,4.4,$346.90 
357,ASUS,VivoBook Pro 15X OLED,15.6 Inches,Black,,Core i7,16 GB,Windows 11 Home,,3.5,"$1,530.63 "
358,ASUS,ASUS Chromebook CX9,14 Inches,Star Black,512 GB,Intel Core i7,16 GB,Chrome OS,,3.8,"$1,211.99 "
359,HP,15-dy2035tg,15.6 Inches,Silver,256 GB,Core i3,8 GB,Windows 10 S,,4.3,$423.99 
360,MSI,Pulse 15 B13VFK-1263US,15.6 Inches,Black,1 TB,Core i7,32 GB,Windows 11 Pro,,3.0,"$1,499.00 "
361,acer,SF514-56T-797T,14 Inches,Green,1 TB,Core i7,16 GB,Windows 11 Home,,3.9,"$1,406.88 "
362,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
363,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
364,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
365,ASUS,ExpertBook B9,14 Inches,Star Black,,Core i7,16 GB,Windows 11 Pro,5.1 GHz,,"$1,829.99 "
366,ASUS,VivoBook S15,15.6 Inches,Indie Black,512 GB,Intel Core i5-1135G7,8 GB,Windows 10,,4.3,$606.15 
367,MSI,Katana 15 B13VGK-1007US,15.6 Inches,Black,1 TB,Core i9,32 GB,Windows 11 Home,,5.0,"$1,899.00 "
368,Dell,Latitude,15.6 Inches,,256 GB,Core i5,16 GB,Windows 11 Pro,,,"$1,038.43 "
369,Lenovo,,16 Inches,,2 TB,Intel Core i5,40 GB,Windows 11,4.4 GHz,4.7,"$1,799.00 "
370,Lenovo,,14 Inches,,512 GB,Core i7,8 GB,Windows 11 Pro,1.7 GHz,,$922.55 
371,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
372,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
373,Apple,,,,4 TB,,96 GB,macOS 10.14 Mojave,,,"$5,299.00 "
374,HP,HP Envy,14 Inches,,,Core i5,8 GB,Windows 11 Home,,4.5,$629.49 
375,Dell,Latitude 5340 Multi-Touch 2-in-1,13.3 Inches,,512 GB,Core i7,32 GB,Windows 11 Pro,5.2 GHz,,"$1,507.90 "
376,Dell,Inspiron,15.6 Inches,,512 GB,Core i5,16 GB,Windows 11 Pro,,4.7,$649.00 
377,Lenovo,Lenovo Thinkpad,13 Inches,Blue,,Athlon,4 GB,Chrome OS,2 GHz,4.1,$195.99 
378,ASUS,TUF Dash 15 (2021),15.6 Inches,Eclipse Grey,512 GB,Core i7,8 GB,Windows 10 Home,,4.5,$940.47 
379,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
380,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
381,AWOW,VT11,11.6 Inches,Blue,256 GB,Celeron,6 GB,Windows 11,,3.5,$308.42 
382,ASUS,Vivobook Pro 16X,16 Inches,Black,1 TB,Core i9,16 GB,Windows 11 Home,5.6 GHz,4.2,"$1,799.99 "
383,Apple,,16.2 Inches,,2 TB,Apple M2 Max,64 GB,Mac OS,3.6 GHz,,"$4,079.99 "
384,MSI,Modern 15 B7M-223US,15.6 Inches,Classic Black,1 TB,Ryzen 7,16 GB,Windows 11 Pro,,5.0,$799.00 
385,HP,ZBook Firefly 14 G9,14 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,681.99 "
386,MSI,Raider GE68HX,16 Inches,,1 TB,Intel Core i9,32 GB,Windows 11 Home,,5.0,"$1,743.00 "
387,Dell,PMTF1,16 Inches,,1 TB,Core i9,64 GB,Windows 11 Pro,2.2 GHz,,"$4,762.76 "
388,ASUS,Chromebook Detachable CM3,10.5 Inches,Mineral Gray,65 GB,MediaTek MT8183,4 GB,Chrome OS,,4.1,$349.95 
389,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
390,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
391,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
392,HP,Pavilion,14 Inches,Blue,256 GB,Core i3,8 GB,Windows 11 S,,5.0,$428.45 
393,SAMSUNG,Wifi,14 Inches,Silver,32 GB,Celeron,8 GB,Chrome OS,,4.1,$349.99 
394,acer,Acer Chromebook,11.6 Inches,Black,,AMD A Series,,Chrome OS,1.8 GHz,4.4,$139.00 
395,ASUS,Vivobook 15X,15.6 Inches,Indie Black,512 GB,Ryzen 5,8 GB,Windows 11 Home,4.3 GHz,4.8,$619.99 
396,Dell,Latitude,14 Inches,,256 GB,Core i5,16 GB,Windows 11 Pro,3 GHz,3.9,$691.53 
397,Apple,,13.6 Inches,Space Gray,1 TB,,16 GB,macOS 10.12 Sierra,,,"$2,778.00 "
398,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
399,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
400,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
401,ASUS,Expertbook B9,14 Inches,Black,2 TB,Intel Core i7,32 GB,Windows 11 Pro,,1.0,"$1,947.99 "
402,HP,14a-ca0022nr,14 Inches,Mineral Silver,64 GB,Pentium N5000,4 GB,Chrome OS,,4.5,$259.95 
403,Lenovo,20UXS06900,13.3 Inches,,32 GB,Athlon,4 GB,Chrome OS,,4.5,$245.00 
404,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
405,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
406,Gigabyte,AORUS 15X ASF-D3US754SH,15.6 Inches,Black,1 TB,Core i9,16 GB,Windows 11 Home,,4.1,"$2,099.99 "
407,Lenovo,Lenovo ThinkPad T14,14 Inches,Black,1 TB,Core i7 Family,16 GB,Windows 11 Pro,,,"$1,199.99 "
408,Lenovo,IdeaPad 3 15ITL6,15.6 Inches,Arctic Gray,512 GB,Core i5 Family,12 GB,Windows 10 Home,,4.3,$508.00 
409,Dell,DELL XPS 15 9520,15.6 Inches,Platinum Silver,4 TB,Core i7,64 GB,Windows 11 Pro,,,"$2,013.50 "
410,Microsoft,Surface Pro,12.3 Inches,Platinum,256 GB,8032,8 GB,Windows 10 Home,,4.4,$624.99 
411,Dell,DELL XPS 15 9520,15.6 Inches,Platinum Silver,1 TB,Core i7,32 GB,Windows 11 Pro,,2.3,"$1,689.18 "
412,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
413,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
414,Dell,Latitude 9000,14 Inches,Titan Gray,512 GB,Core i7,16 GB,Windows 10 Pro,,3.6,"$1,029.99 "
415,HP,Pavilion,14 Inches,,128 GB,Ryzen 3 3250U,8 GB,Windows 11,,4.3,$313.00 
416,ASUS,Vivobook 15,15.6 Inches,Indie Black,512 GB,Ryzen 5,8 GB,Windows 11 Home,4.3 GHz,5.0,$699.99 
417,Dell,V7620,16 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 11 Pro,,,"$1,161.11 "
418,ASUS,ASUS VivoBook 15,15.6 Inches,Slate Grey,128 GB,Ryzen 5 3500U,8 GB,Windows 10 Home,,4.5,$548.00 
419,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
420,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
421,Lenovo,IdeaPad 3 15ITL05,15.6 Inches,Platinum Grey,256 GB,Core i3 Family,8 GB,Windows 11,,4.3,$389.00 
422,Lenovo,Lenovo Chromebook Duet,10.1 Inches,Ice Blue + Iron Grey,64 GB,MediaTek Helio P60T,4 GB,Chrome OS,,4.4,$349.00 
423,ASUS,Zenbook Pro 17,17.3 Inches,Black,512 GB,Ryzen 7,8 GB,Windows 11 Home,,4.3,$999.99 
